"SBS1" "SBS5" "SBS40" "SBS12" "SBS16" "Stan_sig" "N2"
"PD60233b_lo0018" 0.0390202350700025 0.162379424534067 0.53463510745326 0.0377609949643232 0.0786612767282971 0.106940816695301 0.040602144554749
"PD60233b_lo0019" 0.0680446167508508 0.251351415786345 0.301182264702425 0.0515661991596348 0.10320745784292 0.0957624566739291 0.128885589083896
"PD60233b_lo0020" 0.0317733657132529 0.226925846964507 0.353718161302416 0.100766701802178 0.0826839563091604 0.164419975083699 0.0397119928247859
"PD60233b_lo0021" 0.0896764559169182 0.198516942692161 0.214061181809523 0.0210728175211738 0.0784923713149397 0.139884431671092 0.258295799074193
"PD60233b_lo0022" 0.0630837239929609 0.282785557477327 0.292218153471459 0.0322358316408917 0.200934928371649 0.0366193617697224 0.0921224432759898
"PD60233b_lo0023" 0.135954933942967 0.24574904196149 0.285812194820633 0.0537102213216281 0.154476256459854 0.0660437832246388 0.0582535682687878
"PD60233b_lo0024" 0.0359692032714155 0.187572247045468 0.499886822455529 0.0571894671906824 0.0579876146202898 0.0539581416748017 0.107436503741813
"PD60802b_lo0001" 0.0792654339620832 0.136791783843861 0.242563294744976 0.0783875741637997 0.0979583071353842 0.156008608074401 0.209024998075494
"PD60802b_lo0002" 0.0447676610168492 0.386660487465932 0.198756890617278 0.117616701506997 0.0751927243040205 0.110318985941796 0.0666865491471276
"PD60802b_lo0003" 0.0585673079840367 0.15529967454979 0.370686523859365 0.0518134335698685 0.0493641491549801 0.151755386220473 0.162513524661488
"PD60802b_lo0004" 0.0276218080695668 0.22298691406689 0.447050783346653 0.036576216376147 0.0609289590135479 0.0763202775802255 0.12851504154697
"PD60802b_lo0005" 0.0704027938106643 0.220623243220963 0.356011672935482 0.0565897983030404 0.0602942215641724 0.0706402241235747 0.165438046042104
"PD60802b_lo0006" 0.092343278143351 0.290527703266219 0.362593358962318 0.0427141706384998 0.101498237964646 0.0437452332773109 0.0665780177476548
"PD60802b_lo0007" 0.115377480410646 0.205275401967552 0.481198456111553 0.0369837819667683 0.0438904624485733 0.0552903969381992 0.0619840201567076
"PD60802b_lo0008" 0.185774488139291 0.140611270958855 0.134450026230687 0.0720996255561988 0.209476958799015 0.157135026369875 0.100452603946078
"PD60802b_lo0009" 0.084566032711991 0.173493433111675 0.263804289552363 0.0662651424134154 0.0708710266130356 0.0955229245914242 0.245477151006095
"PD60802b_lo0011" 0.0460415269422875 0.197394387423438 0.262599393492663 0.0626218983435057 0.0862383158363936 0.298489694617572 0.0466147833441406
"PD60802b_lo0012" 0.126469324071044 0.0956516152411661 0.360920148347731 0.0472149225479689 0.163227047241548 0.121605254064955 0.0849116884855878
"PD60802b_lo0013" 0.122461053335752 0.288387337861396 0.167724452776835 0.130312779933427 0.169127475695146 0.0792345197016881 0.0427523806957569
"PD60802b_lo0014" 0.0671461590979966 0.158266478878086 0.278314068085944 0.0558981978153994 0.0924443932422535 0.139644916809727 0.208285786070594
"PD60802b_lo0015" 0.118329230585267 0.189689400360727 0.352827561887688 0.100620517821036 0.0993753638970039 0.0895944568850199 0.049563468563258
"PD60802b_lo0016" 0.0373720804891754 0.527582109086105 0.15649297588024 0.0819221771167253 0.0534269000071931 0.0842273737334202 0.0589763836871409
"PD60802b_lo0017" 0.0835498084587822 0.424775667068862 0.199522257081329 0.058020464184677 0.0657135201327682 0.102115127942711 0.06630315513087
"PD60802b_lo0019" 0.119944801870746 0.356062197222583 0.155830501625747 0.0669275130935911 0.0862429997358697 0.079335483208244 0.135656503243219
"PD60802b_lo0022" 0.106540905918257 0.115880353779842 0.29013885141007 0.0550348189851681 0.24685695808649 0.121180385410994 0.0643677264091796
"PD60803b_lo0001" 0.112952766883119 0.225101253900614 0.30600204079678 0.080110773762654 0.0784072273157184 0.0939050921322947 0.103520845208819
"PD60803b_lo0002" 0.128011707644852 0.186002250164103 0.242045449195079 0.125064338793717 0.132300080559955 0.0991769358998501 0.087399237742444
"PD60803b_lo0004" 0.0499389637239671 0.175525226908797 0.543162256868762 0.0283810061236061 0.120515684657743 0.0305465272647471 0.0519303344523772
"PD60803b_lo0006" 0.0740027685439342 0.155678657326552 0.472880567411308 0.0497417264415726 0.0920525810790534 0.0813701660953978 0.0742735331021813
"PD60803b_lo0007" 0.0855426953362039 0.193419677415478 0.155098508162922 0.0822815536007231 0.130347290499701 0.267033074199514 0.0862772007854573
"PD60803b_lo0008" 0.0962752447412185 0.208453610660547 0.133840898195006 0.102095873479023 0.12104032407638 0.275584957374957 0.0627090914728685
"PD60803b_lo0010" 0.0896665634366034 0.181391786134772 0.168301536861307 0.0605815724854954 0.0640851867367728 0.179750636201094 0.256222718143955
"PD60803b_lo0012" 0.117686360304951 0.215011224937942 0.137742158463155 0.094748547597081 0.167638959971807 0.214259858582907 0.0529128901421565
"PD60803b_lo0013" 0.0662836562793001 0.170105471920409 0.194218111013071 0.0720515751362273 0.109990724805132 0.178097092560804 0.209253368285057
"PD60803b_lo0014" 0.102514644066859 0.398886400215827 0.161871979115175 0.0668599643839517 0.0763597440310624 0.15530880256061 0.0381984656265146
"PD60803b_lo0015" 0.103794871613385 0.371177251391978 0.167534729822491 0.0589937562964749 0.0688681726573854 0.193724172831173 0.0359070453871128
"PD60803b_lo0017" 0.125793157028286 0.12069234048946 0.160397535538032 0.0784302952360699 0.126203434451432 0.0910250745531821 0.297458162703538
"PD60803b_lo0018" 0.180932602901811 0.163484949528528 0.282541247745293 0.0651689957872962 0.114250628140679 0.104843849739846 0.0887777261565457
"PD60803b_lo0019" 0.188731685820517 0.251718726212402 0.282372147334865 0.0460602956345784 0.0531160745973236 0.125295890938797 0.0527051794615171
"PD60803b_lo0021" 0.194582672260096 0.215375466893469 0.307493237725522 0.063624157025964 0.0600024601361549 0.101333855807244 0.0575881501515508
